bank_name,date,year_month,failed,processing_timestamp,ROA,Capital_Ratio,NPL_Ratio,Cost_Income_Ratio,ROE,Liquid_Assets_Ratio,Loan_Deposit_Ratio,Net_Open_FX_Ratio,WAR,CAMELS_Net_Interest_Income_Ratio,CAMELS_Net_Commission_Income_Ratio,CAMELS_Net_Interest_Expense_Ratio,CAMELS_Provisions_Ratio,CAMELS_Total_Equity_Ratio,CAMELS_Common_Equity_Ratio,CAMELS_ROA,CAMELS_ROE,CAMELS_Interest_Income_Ratio,CAMELS_Interest_Expense_Ratio,CAMELS_Cost_of_Deposits,CAMELS_Commission_Income_Ratio,CAMELS_Commission_Expense_Ratio,CAMELS_Net_Interest_Margin,CAMELS_Operating_Expense_Ratio,CAMELS_Loan_Loss_Provision_Ratio,CAMELS_Deposit_Ratio,CAMELS_Loan_Asset_Ratio,CAMELS_Loan_Deposit_Ratio,CAMELS_Cash_Ratio,assets_total_assets,liabilities_total_liabilities,equity_total_equity_capital,financial_results_profit_loss_after_tax
A-Bank,2019-11-01,2019-11,0,2025-08-01T15:52:46.157061,0.0368738247704894,0.1274525532838386,-0.3319261813122979,0.7783858402041683,0.2893141315762498,0.0258067163897294,0.9868438421070542,0.0,0,0.15612510518680486,0.03154018032865424,-0.23545991668175237,-0.20948297533174498,0.12745255328383864,0.06850933783292468,0.03687382477048948,0.2893141315762498,0.22034011460955394,0.06421500942274912,0.09684580036187763,0.04667360338356032,0.015133423054906085,0.15612510518680484,0.09609781229136122,-0.33192618131229795,0.9525546549927182,0.6232956517141974,0.9868438421070542,0.025806716389729457,7330971.45421,4860906.71202,934351.02989,270320.9568
A-Bank,2019-12-01,2019-12,0,2025-08-01T15:52:46.157061,0.035759577218271,0.1227942872551327,-0.3504898614093686,0.8025564536059372,0.2912153164256938,0.0319063070158029,0.9679904582852612,0.0,0,0.17117633579093394,0.03365811451375379,-0.2591599126294097,-0.2167010303107804,0.12279428725513275,0.06578345696042837,0.03575957721827103,0.29121531642569387,0.24025383502907813,0.06907749923814421,0.10458290618558576,0.049657057664753534,0.01599894315099974,0.17117633579093391,0.10235354331598974,-0.35048986140936866,0.9542132037301647,0.6100878820698974,0.9679904582852613,0.031906307015802986,7634746.22962,5042785.63386,937503.22164,273015.29734
A-Bank,2020-01-01,2020-01,0,2025-08-01T15:52:46.157061,0.0310610083664358,0.1122752364987909,-0.3603273921009308,0.8317507880902687,0.2766505717115134,0.0281924917499145,0.9420077765770524,0.0,0,0.17592864604224276,0.03491337397904145,-0.2618300383729983,-0.21580550192428474,0.11227523649879093,0.061224601587583284,0.03106100836643589,0.2766505717115134,0.2470297712362249,0.07110112519398215,0.10581795947792187,0.051057705388437666,0.016144331409396223,0.17592864604224276,0.11106747294109609,-0.36032739210093084,0.9375697978756641,0.5934377753216731,0.9420077765770525,0.028192491749914585,8203238.354790001,5511913.857890001,921020.52634,254800.85517
A-Bank,2020-02-01,2020-02,0,2025-08-01T15:52:46.157061,0.0104828320850587,0.1173986635443507,-0.3614413956182027,0.5319197657622841,0.0892926015388461,0.0405092800761436,0.8921636242438961,0.0,0,0.018452014424448077,0.002899143256451527,-0.027437367661891712,-0.21008731645815387,0.11739866354435073,0.05720293992259018,0.010482832085058777,0.08929260153884618,0.025847631444489972,0.007395617020041893,0.010996970769575088,0.0046349592383080965,0.0017358159818565697,0.01845201442444808,0.007139483133275999,-0.36144139561820277,0.9580682360493139,0.5748337996484123,0.8921636242438961,0.04050928007614368,8779968.31421,5904651.78644,1030756.54605,92038.93355
A-Bank,2020-03-01,2020-03,0,2025-08-01T15:52:46.157061,0.014122078939084,0.1184653493521417,-0.3097063366102377,0.6852118368405442,0.1192085197596956,0.0347576359812245,0.8836982939777815,0.0,0,0.03743918411596598,0.006113456903242811,-0.053767835355194714,-0.18522274095985117,0.11846534935214174,0.056130938444408696,0.014122078939084032,0.1192085197596956,0.05229195190717161,0.014852767791205632,0.021330624371857485,0.009185015366959065,0.003071558463716255,0.03743918411596598,0.016274682932213316,-0.3097063366102377,0.9594540666687009,0.5903805318371426,0.8836982939777815,0.03475763598122454,8947650.15371,6230355.365750001,1059986.50134,126359.42179
A-Bank,2020-04-01,2020-04,0,2025-08-01T15:52:46.157061,0.0075410558214696,0.1139071438151754,-0.2262499025066182,0.8749646422837959,0.066203537099532,0.01894627589572,0.8678161508745782,0.0,0,0.047263296768690316,0.009660314821303303,-0.06349369740318177,-0.14171508796996085,0.11390714381517547,0.05807133421762479,0.007541055821469699,0.06620353709953203,0.07061600541852608,0.023352708649835772,0.03137211997322178,0.014443283462763471,0.004782968641460168,0.047263296768690316,0.02761122157742135,-0.22624990250661822,0.954058946592463,0.6163059078263889,0.8678161508745782,0.018946275895720063,8648673.338860001,6437880.158,985145.67782,65220.12843
A-Bank,2020-05-01,2020-05,0,2025-08-01T15:52:46.157061,0.0058780652218714,0.1146233623858589,-0.19079987198679,0.926292909408585,0.0512815633699876,0.0259812575406854,0.8541669879844848,0.0,0,0.06334291356236826,0.012081161561511627,-0.08290909156818037,-0.12137220379064219,0.11462336238585895,0.059240753996583184,0.005878065221871489,0.051281563369987695,0.09610046177088553,0.032757548208517256,0.04287612317193036,0.01863319229160584,0.006552030730094213,0.06334291356236828,0.039154927464789935,-0.19079987198679002,0.95876082801663,0.6256752034232721,0.8541669879844848,0.025981257540685435,8477947.462129999,6477189.450789999,971770.84424,49833.92813
A-Bank,2020-06-01,2020-06,0,2025-08-01T15:52:46.157061,0.0065847491716004,0.1132564567014365,-0.2024461043263131,0.9202122722855544,0.0581401658093455,0.0231327401110376,0.857627352350538,0.0,0,0.07778264592170195,0.014448882455846974,-0.10254184666054662,-0.12819814495799378,0.1132564567014365,0.05787277870431133,0.006584749171600486,0.05814016580934558,0.11720449078935316,0.03942184486765122,0.05197031707514454,0.02242974548042805,0.007980863024581073,0.07778264592170195,0.04938605056685915,-0.2024461043263131,0.9595828337171275,0.6242559231262094,0.857627352350538,0.02313274011103769,8678346.041860001,6582919.45526,982878.72273,57144.73191
A-Bank,2020-07-01,2020-07,0,2025-08-01T15:52:46.157061,0.0075306197888556,0.110657942982155,-0.2036187316954242,0.9207463772411988,0.0680531337011214,0.0314303343452507,0.8794275902073484,0.0,0,0.09070587626882194,0.01733932811741208,-0.11973563394828339,-0.13179083122319185,0.11065794298215505,0.056025213454790855,0.007530619788855668,0.06805313370112141,0.13650580049458821,0.04579992422576627,0.0604578577214013,0.026618692958971374,0.009279364841559291,0.09070587626882194,0.059153169996708097,-0.20361873169542422,0.9576454139975187,0.6379943388484337,0.8794275902073484,0.0314303343452507,8964535.233860001,6791094.65509,991997.02877,67508.50643
A-Bank,2020-08-01,2020-08,0,2025-08-01T15:52:46.157061,0.0101684738504757,0.1102959768962072,-0.2151464631958242,0.911501675645988,0.0921926088024469,0.0344784411319516,0.8897745444070101,0.0,0,0.10489734889534005,0.02006549986348434,-0.139749154719741,-0.1390923352856751,0.11029597689620727,0.05421004417362069,0.010168473850475765,0.09219260880244697,0.15721577882667548,0.05231842993133543,0.06970105952308703,0.03074397814294151,0.010678478279457174,0.10489734889534004,0.06723100983593162,-0.21514646319582426,0.9561182782234092,0.638567660051394,0.8897745444070101,0.034478441131951656,9264703.75843,6954194.92525,1021859.55169,94207.8979
A-Bank,2020-09-01,2020-09,0,2025-08-01T15:52:46.157061,0.0140442907578121,0.1120627634376684,-0.2169069279623481,0.8958361473142972,0.1253252224644969,0.033807941219981,0.9195850436489744,0.0,0,0.11879193280139157,0.022661093301077094,-0.1596084582076959,-0.1436663242601179,0.11206276343766848,0.05271515119755678,0.014044290757812102,0.12532522246449698,0.17649770166406253,0.05770576886267099,0.07753328513695744,0.03485596195693257,0.012194868655855482,0.11879193280139157,0.07553814160023724,-0.2169069279623481,0.956382177299655,0.6545674717436075,0.9195850436489744,0.033807941219981055,9527431.65087,7090990.24669,1067670.31926,133806.02028000003
A-Bank,2020-10-01,2020-10,0,2025-08-01T15:52:46.157061,0.015556813165679,0.1091862974090539,-0.2170003484335496,0.8836287626627811,0.1424795375870036,0.0328953001851759,0.9174053308744564,0.0,0,0.12985897023404205,0.024888418309944045,-0.17387584110776813,-0.1439648625985313,0.10918629740905392,0.050430297982073116,0.015556813165679055,0.14247953758700363,0.19179233989848096,0.06193336966443891,0.08292624470711894,0.037965064489692536,0.013076646179748484,0.12985897023404203,0.08438478581216091,-0.2170003484335496,0.957462371388045,0.6560178933751858,0.9174053308744564,0.03289530018517598,9959092.45229,7437936.64537,1087396.43042,154931.74057999998
A-Bank,2020-11-01,2020-11,0,2025-08-01T15:52:46.157061,0.0207026773716803,0.1106919266174552,-0.2236756102345664,0.8654100286384996,0.1870296958804194,0.0343400163264831,0.910933460264116,0.0,0,0.14278472907569617,0.02664873336790328,-0.19235527426848797,-0.14701114589409775,0.11069192661745524,0.04883270381875449,0.02070267737168036,0.18702969588041946,0.20967758127532435,0.06689285219962819,0.09011603001774421,0.04127436834649519,0.014625634978591907,0.14278472907569617,0.09165354942121177,-0.22367561023456647,0.9583455716108413,0.6480170878211501,0.9109334602641159,0.034340016326483196,10284910.74064,7634457.64227,1138456.58497,212925.18886
A-Bank,2020-12-01,2020-12,0,2025-08-01T15:52:46.157061,0.0253627253713658,0.1132229593074852,-0.2294077158713308,0.8517503858675483,0.224006911023117,0.0384923360649774,0.9104760283919232,0.0,0,0.1545947309313092,0.028993979220663168,-0.20977166551615514,-0.14981034621106482,0.11322295930748522,0.047350788142505915,0.02536272537136584,0.224006911023117,0.22527435931959794,0.07067962838828871,0.09590613648832645,0.04483122875098266,0.01583724953031949,0.1545947309313092,0.09868829101034071,-0.22940771587133085,0.9597578733075985,0.6439884239740619,0.9104760283919231,0.03849233606497746,10606792.82652,7816853.048409999,1200932.47258,269017.17353
A-Bank,2021-01-01,2021-01,0,2025-08-01T15:52:46.157061,0.0275524735691737,0.1134860788959382,-0.2265123463930607,0.8389796648534151,0.2427828491143674,0.0316736943240061,0.947577584970475,0.0,0,0.16743127790667292,0.03187818627834721,-0.22792994789115611,-0.15194051617955082,0.11348607889593823,0.07155847477008137,0.02755247356917377,0.24278284911436745,0.2419561513505419,0.07452487344386899,0.10145326926384926,0.048977506948546516,0.017099320670199317,0.16743127790667292,0.10823540259404424,-0.22651234639306078,0.9495748431369891,0.6609660914343796,0.947577584970475,0.03167369432400617,10878823.26309,7991294.24594,1234594.99513,299738.49042
A-Bank,2021-02-01,2021-02,0,2025-08-01T15:52:46.157061,0.0074473039808236,0.1186145302915822,-0.2356047775561685,0.6473958259064748,0.0627857646320093,0.0491661841564675,0.9268106163566642,0.0,0,0.017533534652033812,0.0027804067496892534,-0.024121473590968282,-0.15450058077697093,0.11861453029158221,0.06854541617088333,0.00744730398082362,0.06278576463200931,0.022180416714452273,0.004646882062418464,0.006392872012031488,0.004180703542550414,0.0014002967928611614,0.017533534652033812,0.007071570516479684,-0.23560477755616852,0.9600829720925287,0.6467931436772795,0.9268106163566642,0.04916618415646754,11357024.92577,8255249.801760001,1347108.1770799998,84579.21694
A-Bank,2021-03-01,2021-03,0,2025-08-01T15:52:46.157061,0.0019546424034941,0.1122450069644447,-0.1946535461979571,0.8817899971292024,0.0174140699560324,0.0399232876425723,0.9393777103244442,0.0,0,0.034464418901566284,0.0052471135537159605,-0.04550928078689724,-0.13044970704454778,0.11224500696444474,0.06778771224931036,0.001954642403494191,0.01741406995603246,0.043316365087473226,0.008851946185906944,0.011688742109231829,0.008767686107125586,0.0035205725534096267,0.034464418901566284,0.02494588587248316,-0.19465354619795716,0.9269480205854497,0.6594268411318712,0.9393777103244442,0.039923287642572386,11483969.205759998,8696870.58368,1289018.20348,22447.05317
A-Bank,2021-04-01,2021-04,0,2025-08-01T15:52:46.157061,0.0108368780092181,0.1196145569232332,-0.1721632255419964,0.8128892448948911,0.0905983208730448,0.0425392473481875,0.9253929965404172,0.0,0,0.04657393072842449,0.009084696850824187,-0.06113737828218941,-0.11859401470613862,0.11961455692323324,0.06860654607851084,0.010836878009218176,0.09059832087304487,0.060655329576840764,0.01408139884841628,0.01848458557552235,0.014477223448466947,0.00539252659764276,0.04657393072842448,0.036528913197174086,-0.17216322554199642,0.9592901025395484,0.676257747737695,0.9253929965404172,0.04253924734818751,11346905.57238,8643975.40357,1357255.08249,122965.03147
A-Bank,2021-05-01,2021-05,0,2025-08-01T15:52:46.157061,0.0149827812801963,0.1213307235539131,-0.1775669804710447,0.8082828438024016,0.1234871172060453,0.0462927684475304,0.9129620787674104,0.0,0,0.06350545171183822,0.012074227025717234,-0.08368476777784684,-0.11980415202556524,0.12133072355391311,0.06695013515650192,0.014982781280196353,0.12348711720604533,0.08190502882330716,0.01839957711146894,0.024246175663322347,0.01932352202117032,0.007249294995453085,0.06350545171183822,0.04710042433634648,-0.17756698047104472,0.9564329987808237,0.6626312059948904,0.9129620787674103,0.04629276844753041,11627638.96115,8823809.686970001,1410789.84838,174214.37136
A-Bank,2021-06-01,2021-06,0,2025-08-01T15:52:46.157061,0.0147360697348657,0.1176751259301523,-0.1743164826068592,0.8261500993216525,0.12522671735752,0.0475960245108891,0.9044954418654716,0.0,0,0.07654488283273422,0.014854539465060846,-0.10011644874799021,-0.11776636455448868,0.1176751259301523,0.06492632871381587,0.01473606973486576,0.12522671735752006,0.09918611387489625,0.02264123104216202,0.029613470729027556,0.023947639723552856,0.00909310025849201,0.07654488283273422,0.05721634687282727,-0.1743164826068592,0.9590564369700569,0.6632255881379633,0.9044954418654715,0.047596024510889186,11990081.91933,9167119.16121,1410934.39977,176686.68329
A-Bank,2021-07-01,2021-07,0,2025-08-01T15:52:46.157061,0.0162295842980397,0.1159130614207447,-0.1684617846679379,0.8234198761406039,0.1400151466893718,0.0566169771370266,0.915530177088218,0.0,0,0.08959638098005154,0.01814162319109765,-0.11656178871031173,-0.11542696886376537,0.1159130614207447,0.06287577525865766,0.016229584298039734,0.14001514668937182,0.1162384975916281,0.026642116611576533,0.034660471029131106,0.028571823726549705,0.010430200535452055,0.08959638098005157,0.06522287978052954,-0.16846178466793793,0.9558061128484424,0.6726307721974425,0.915530177088218,0.05661697713702668,12381111.75246,9516864.98469,1435132.56702,200940.29689000003
A-Bank,2021-08-01,2021-08,0,2025-08-01T15:52:46.157061,0.0205395657478154,0.1142111978485078,-0.1627374133202139,0.8079987340793388,0.1798384583537905,0.0504759201328512,0.8736159266119121,0.0,0,0.09858658465465077,0.020486028789162267,-0.12684703549949072,-0.10858037732356947,0.11421119784850789,0.058996706447234,0.02053956574781542,0.17983845835379056,0.1280947796490397,0.029508194994388923,0.03796690057872464,0.032227670421807166,0.0117416416326449,0.09858658465465077,0.07056751939121204,-0.16273741332021396,0.9598853211951395,0.6517445270924774,0.8736159266119121,0.05047592013285121,13195177.2714,10255402.94243,1507037.00199,271023.21112
A-Bank,2021-09-01,2021-09,0,2025-08-01T15:52:46.157061,0.0271471339764761,0.1168161650151149,-0.1629606145444757,0.7845707770518671,0.2323919294300026,0.0450873989543384,0.8801904295121066,0.0,0,0.1117318816295626,0.023334798878085435,-0.1444006695926205,-0.10942092969658028,0.11681616501511496,0.056693201190451764,0.02714713397647614,0.23239192943000264,0.1448980601453473,0.03316617851578473,0.04286348995164996,0.03674936875411292,0.013414569876027493,0.1117318816295626,0.07622519022495704,-0.16296061454447572,0.9635774484097154,0.6562528081657538,0.8801904295121066,0.045087398954338435,13731311.40337,10624779.40489,1604039.1387699998,372765.75034
A-Bank,2021-10-01,2021-10,0,2025-08-01T15:52:46.157061,0.0292640688890937,0.1122211727840079,-0.179776311179111,0.766060754946486,0.2607713692800047,0.0563858224894675,0.8230975257639556,0.0,0,0.11773439207778832,0.025365871619106237,-0.15187708512931483,-0.11258359629920117,0.1122211727840079,0.07106746706433718,0.029264068889093744,0.26077136928000477,0.15278211215088627,0.03504772007309795,0.045211475348795015,0.039434211850988464,0.014068340231882229,0.11773439207778832,0.07024997043939367,-0.179776311179111,0.9614724356542137,0.6134783296627313,0.8230975257639556,0.0563858224894675,14840883.50926,11504582.11897,1665461.35256,434304.63739
A-Bank,2021-11-01,2021-11,0,2025-08-01T15:52:46.157061,0.0349022913975538,0.1147935543821613,-0.1782928414658045,0.7412276070004415,0.3040439995555842,0.0572906177616463,0.8050910235500502,0.0,0,0.1277557638555276,0.027937476104758285,-0.16462721822809992,-0.10917581574644612,0.11479355438216134,0.06857170700222373,0.0349022913975538,0.3040439995555842,0.16565749631886031,0.037901732463332734,0.04884051093397433,0.04308171855213242,0.015144242447374133,0.1277557638555276,0.07645534252334654,-0.1782928414658045,0.9601590738457039,0.5998836677537104,0.8050910235500502,0.05729061776164633,15381037.54608,11936156.25496,1765643.97,536833.4544299999
A-Bank,2021-12-01,2021-12,0,2025-08-01T15:52:46.157061,0.0446027563637195,0.1241027773851615,-0.1745758646938717,0.7093697554761654,0.3594017579904097,0.0607849278994643,0.816473976770327,0.0,0,0.14308906152115003,0.030749288807204896,-0.18591179647436784,-0.10623621005570202,0.12410277738516158,0.0682967511020015,0.04460275636371954,0.35940175799040974,0.18550525721627562,0.04241619569512559,0.05511023035204941,0.048478287426343976,0.017728998619139083,0.14308906152115003,0.08449101990531575,-0.1745758646938717,0.9471877144713159,0.5952205150524279,0.816473976770327,0.06078492789946432,15442960.06738,11885844.28237,1916514.23541,688798.58542
A-Bank,2022-01-01,2022-01,0,2025-08-01T15:52:46.157061,0.0501541822552909,0.1378319977490988,-0.1619103163216321,0.687392019939293,0.3638790924774132,0.053717779406605,0.8237880207313772,0.0,0,0.1541479043083229,0.03370619349025152,-0.20188483197638385,-0.09862423920903542,0.13783199774909888,0.0661211862250045,0.050154182255290954,0.3638790924774132,0.19971275891333656,0.04556485460501366,0.05967549839381675,0.052657133800647626,0.018950940310396104,0.1541479043083229,0.09369379275310336,-0.16191031632163216,0.9470068611913218,0.5956656160942775,0.8237880207313772,0.05371777940660505,15951074.99147,12179343.82355,2198568.53232,800013.12229
A-Bank,2022-02-01,2022-02,0,2025-08-01T15:52:46.157061,0.0074542629258007,0.1465639339224589,-0.1617310685427446,0.6150749013056112,0.0508601449640708,0.0614762278617489,0.8584778880866881,0.0,0,0.01569881995676201,0.0027687771717345043,-0.020887814200812045,-0.10185814577261539,0.14656393392245898,0.06658267651187084,0.007454262925800765,0.05086014496407084,0.020065819646781217,0.004366999690019208,0.005810441701437232,0.005208541312844143,0.0024397641411096384,0.01569881995676201,0.00770601121927906,-0.16173106854274466,0.9550341689207761,0.6162004858297004,0.8584778880866881,0.06147622786174895,15840516.71176,11905382.60678,2321648.44464,118079.37645
A-Bank,2022-03-01,2022-03,0,2025-08-01T15:52:46.157061,0.0100310578359616,0.1479366631840955,-0.1644212283466969,0.7310163859647273,0.0678064356736152,0.0905082471219868,0.8715754337341813,0.0,1,0.030202501466541142,0.0053396328781070606,-0.040447485301314985,-0.1053543327444145,0.14793666318409554,0.066064533997639,0.010031057835961666,0.06780643567361529,0.038547367647285086,0.008344866180743952,0.011175526390123742,0.010258945317673044,0.004919312439565985,0.030202501466541132,0.017087929959227078,-0.16442122834669692,0.9617907985796755,0.6259461705303011,0.8715754337341813,0.09050824712198689,15964753.49448,11921025.18211,2361772.36053,160143.36564
A-Bank,2022-04-01,2022-04,0,2025-08-01T15:52:46.157061,0.0044426483596669,0.1371089919335105,-0.1997157029401535,0.9098696552034335,0.0324023121825687,0.0550006559597018,0.8235094175160924,0.0,1,0.0499442983704844,0.00602564061760898,-0.06703880392814957,-0.11788519883377421,0.13710899193351053,0.06354810020664055,0.004442648359666915,0.03240231218256879,0.06226189327232797,0.012317594901843575,0.016533555509492627,0.012749528206563446,0.006723887588954467,0.0499442983704844,0.025780421089244547,-0.19971570294015353,0.944897912263435,0.5797131057102581,0.8235094175160924,0.055000655959701876,16596939.90175,12364816.642290002,2275589.69911,73734.36783
A-Bank,2022-05-01,2022-05,0,2025-08-01T15:52:46.157061,0.0013736948495173,0.1376993509246872,-0.2391025333645162,0.9722429094354692,0.0099760444787331,0.0611010345181877,0.8436293593262179,0.0,1,0.06765546403141266,0.00852242562452554,-0.093610222833922,-0.13956479840268854,0.1376993509246872,0.06528360684393504,0.0013736948495173644,0.00997604447873315,0.08411468994005762,0.016459225908644952,0.02277350140214455,0.018462002050526862,0.00993957642600132,0.06765546403141268,0.033316440313317985,-0.23910253336451623,0.9413814952713927,0.5739802386348697,0.8436293593262179,0.06110103451818776,16155725.012579998,11676321.66018,2224632.84795,22193.03624
